idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040103IND02;01;2018;80128;Vršac;72008;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80136;Žabalj;55452;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80144;Žitište;60771;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80152;Zrenjanin;67128;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80179;Inđija;62114;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80187;Irig;54988;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80195;Kanjiža;60001;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80209;Kikinda;64598;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80217;Kovačica;56114;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80225;Kovin;61271;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80233;Kula;57167;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80241;Mali Iđoš;53528;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80250;Nova Crnja;61241;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80268;Novi Bečej;55310;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80276;Novi Kneževac;57257;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80284;Novi Sad;75996;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80292;Opovo;57736;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80306;Odžaci;57282;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80314;Pančevo;70286;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80322;Pećinci;60724;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80349;Plandište;57552;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80357;Ruma;59621;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80365;Senta;63779;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80373;Sečanj;59196;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80381;Sombor;61727;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80390;Srbobran;54654;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80403;Sremska Mitrovica;63620;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80411;Sremski Karlovci;62730;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80420;Stara Pazova;60493;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80438;Subotica;62601;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80446;Temerin;59189;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80454;Titel;54547;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80462;Vrbas;59486;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80489;Čoka;56174;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80497;Šid;57111;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80519;Petrovaradin;61771;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;89010;Grad Novi Sad;75239;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS;REPUBLIC OF SERBIA;69218;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS1;SRBIJA – SEVER;75358;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS11;Beogradski region;84334;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS110;Beogradska oblast;84334;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS12;Region Vojvodine;65388;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS121;Zapadnobačka oblast;59589;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS122;Južnobanatska oblast;67149;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS123;Južnobačka oblast;69688;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS124;Severnobanatska oblast;62226;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS125;Severnobačka oblast;61680;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS126;Srednjobanatska oblast;64889;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS127;Sremska oblast;60960;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS2;SRBIJA – JUG;60850;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS21;Region Šumadije i Zapadne Srbije;60054;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS211;Zlatiborska oblast;60437;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS212;Kolubarska oblast;64208;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS213;Mačvanska oblast;58518;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS214;Moravička oblast;60272;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS215;Pomoravska oblast;56924;RSD;RSD;SORS;Average gross earnings;A;Normal value
