municipality_code,municipality_name,earnings_type,macro_region_name,statistical_region_name,administrative_district_name,local_unit_type,city_group_name,from_year,from_quarter,to_year,to_quarter,from_value_rsd,to_value_rsd,change_pct,abs_change_pct
70793,Mali Zvornik,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2025,Q3,2025,Q4,119234.67,131385.67,10.19,10.19
70386,Velika Plana,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2019,Q2,2019,Q3,46394.33,51110.33,10.17,10.17
80047,Apatin,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2018,Q4,2019,Q1,43237.67,47610.33,10.11,10.11
80241,Mali Iđoš,gross,SRBIJA – SEVER,Region Vojvodine,Severnobačka oblast,municipality,,2023,Q4,2024,Q1,91417.0,100641.67,10.09,10.09
71293,Surčin,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2022,Q3,2022,Q4,65982.33,72630.67,10.08,10.08
70548,Žitorađa,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q4,2024,Q1,65694.0,72308.33,10.07,10.07
71161,Trgovište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2018,Q4,2019,Q1,39716.33,43710.33,10.06,10.06
71358,Vranjska Banja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2018,Q4,2019,Q1,44244.33,48697.33,10.06,10.06
70670,Kruševac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2021,Q3,2021,Q4,55329.67,60891.67,10.05,10.05
70785,Majdanpek,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2019,Q4,2020,Q1,57578.33,63367.0,10.05,10.05
70157,Zemun,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,74364.33,81816.33,10.02,10.02
71030,Rekovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q4,2023,Q1,56456.67,62099.67,10.0,10.0
70548,Žitorađa,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q4,2024,Q1,90670.0,99722.67,9.98,9.98
70556,Zaječar,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2023,Q4,2024,Q1,76031.0,83610.33,9.97,9.97
70106,Voždovac,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,116226.33,127804.67,9.96,9.96
70505,Dimitrovgrad,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2025,Q3,2025,Q4,113091.67,124359.33,9.96,9.96
70718,Lebane,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2023,Q4,2024,Q1,85229.0,93701.33,9.94,9.94
71358,Vranjska Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2024,Q3,2024,Q4,66385.67,72981.33,9.94,9.94
80128,Vršac,gross,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2025,Q3,2025,Q4,139272.0,153117.0,9.94,9.94
70343,Brus,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2025,Q3,2025,Q4,113754.33,125052.67,9.93,9.93
70386,Velika Plana,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2019,Q2,2019,Q3,64005.0,70361.67,9.93,9.93
70556,Zaječar,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2023,Q4,2024,Q1,105373.0,115831.67,9.93,9.93
70637,Koceljeva,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2022,Q3,2022,Q4,54897.0,60347.0,9.93,9.93
70718,Lebane,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2023,Q4,2024,Q1,61709.33,67831.33,9.92,9.92
71030,Rekovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q4,2023,Q1,78135.33,85878.67,9.91,9.91
71358,Vranjska Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2018,Q4,2019,Q1,32099.0,35279.0,9.91,9.91
70149,Zvezdara,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,82868.0,91059.67,9.89,9.89
70327,Bor,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2018,Q4,2019,Q1,75996.0,83502.67,9.88,9.88
70688,Kuršumlija,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2024,Q3,2024,Q4,75807.67,83273.33,9.85,9.85
70246,Stari grad,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2022,Q3,2022,Q4,170715.0,187473.33,9.82,9.82
70637,Koceljeva,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2022,Q3,2022,Q4,75743.0,83180.0,9.82,9.82
70688,Kuršumlija,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2025,Q3,2025,Q4,117725.0,129271.0,9.81,9.81
70840,Negotin,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2023,Q4,2024,Q1,73504.0,80712.67,9.81,9.81
70343,Brus,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2024,Q3,2024,Q4,101363.67,111296.67,9.8,9.8
70491,Despotovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2023,Q4,2024,Q1,68500.33,75210.0,9.8,9.8
70548,Žitorađa,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2022,Q4,2023,Q1,79035.33,86784.33,9.8,9.8
70912,Petrovac na Mlavi,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2023,Q4,2024,Q1,89536.33,98289.33,9.78,9.78
70548,Žitorađa,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2022,Q4,2023,Q1,57321.33,62916.33,9.76,9.76
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q4,2019,Q1,77791.33,85368.67,9.74,9.74
70491,Despotovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2023,Q4,2024,Q1,94871.0,104113.0,9.74,9.74
71293,Surčin,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,56555.67,62039.33,9.7,9.7
70491,Despotovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2018,Q3,2018,Q4,42404.0,46510.33,9.68,9.68
70548,Žitorađa,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2018,Q4,2019,Q1,53296.33,58457.0,9.68,9.68
70670,Kruševac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2021,Q3,2021,Q4,76349.0,83730.33,9.67,9.67
70491,Despotovac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q4,2023,Q1,82017.67,89935.33,9.65,9.65
70912,Petrovac na Mlavi,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2023,Q4,2024,Q1,64901.67,71165.67,9.65,9.65
70254,Čukarica,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,77657.0,85147.0,9.64,9.64
70327,Bor,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2018,Q4,2019,Q1,54730.67,60003.33,9.63,9.63
70840,Negotin,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2023,Q4,2024,Q1,101853.67,111635.33,9.6,9.6
70963,Preševo,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2022,Q4,2023,Q1,51427.67,56353.33,9.58,9.58
80420,Stara Pazova,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2025,Q3,2025,Q4,99918.33,109488.67,9.58,9.58
70157,Zemun,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,102616.33,112421.67,9.56,9.56
70319,Boljevac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2022,Q4,2023,Q1,90618.33,99280.67,9.56,9.56
80012,Ada,net,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2025,Q3,2025,Q4,85744.67,93942.67,9.56,9.56
70246,Stari grad,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2023,Q3,2023,Q4,153016.33,167624.33,9.55,9.55
70530,Žagubica,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2022,Q4,2023,Q1,60792.67,66599.67,9.55,9.55
71072,Sjenica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,68216.33,74728.67,9.55,9.55
71293,Surčin,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2022,Q3,2022,Q4,91283.67,99992.67,9.54,9.54
70491,Despotovac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q4,2023,Q1,59283.0,64933.67,9.53,9.53
70998,Prokuplje,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q4,2024,Q1,99526.67,108997.33,9.52,9.52
70530,Žagubica,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2022,Q4,2023,Q1,84065.0,92060.0,9.51,9.51
70963,Preševo,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2022,Q4,2023,Q1,71250.67,78020.0,9.5,9.5
70998,Prokuplje,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q4,2024,Q1,72023.67,78864.33,9.5,9.5
71072,Sjenica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,94604.67,103593.0,9.5,9.5
80322,Pećinci,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2021,Q3,2021,Q4,78285.33,85719.67,9.5,9.5
71013,Rača,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2023,Q4,2024,Q1,68573.0,75078.67,9.49,9.49
70327,Bor,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2019,Q4,2020,Q1,87075.33,95330.67,9.48,9.48
70629,Kosjerić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,99255.67,108655.0,9.47,9.47
80322,Pećinci,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2021,Q3,2021,Q4,56619.33,61976.67,9.46,9.46
70629,Kosjerić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Zlatiborska oblast,municipality,,2023,Q4,2024,Q1,71533.67,78296.0,9.45,9.45
70114,Vračar,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q4,2019,Q1,81921.33,89650.67,9.44,9.44
70548,Žitorađa,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2018,Q4,2019,Q1,38770.0,42430.33,9.44,9.44
71196,Ćićevac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2023,Q4,2024,Q1,66294.33,72551.33,9.44,9.44
70904,Paraćin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2023,Q4,2024,Q1,96830.33,105959.33,9.43,9.43
71196,Ćićevac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2023,Q4,2024,Q1,91388.33,100007.0,9.43,9.43
70319,Boljevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2022,Q4,2023,Q1,65391.0,71551.67,9.42,9.42
70343,Brus,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2023,Q3,2023,Q4,87038.0,95233.0,9.42,9.42
70149,Zvezdara,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,114337.0,125093.0,9.41,9.41
70688,Kuršumlija,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2019,Q3,2019,Q4,43661.0,47757.33,9.38,9.38
70742,Lučani,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q2,2018,Q3,76501.67,69338.67,-9.36,9.36
80047,Apatin,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2018,Q4,2019,Q1,59840.67,65444.33,9.36,9.36
70211,Rakovica,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,72853.0,79658.67,9.34,9.34
70181,Novi Beograd,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2022,Q3,2022,Q4,122441.67,133863.67,9.33,9.33
70467,Gadžin Han,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2023,Q4,2024,Q1,84543.33,92433.33,9.33,9.33
70726,Leskovac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2022,Q4,2023,Q1,80688.0,88217.0,9.33,9.33
70726,Leskovac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2022,Q4,2023,Q1,58515.33,63973.67,9.33,9.33
70327,Bor,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2019,Q4,2020,Q1,62614.33,68443.33,9.31,9.31
70904,Paraćin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2023,Q4,2024,Q1,70325.67,76875.33,9.31,9.31
80306,Odžaci,gross,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2022,Q3,2022,Q4,80283.0,87758.33,9.31,9.31
71013,Rača,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2023,Q4,2024,Q1,94739.0,103553.67,9.3,9.3
71196,Ćićevac,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2018,Q4,2019,Q1,51476.67,56261.0,9.29,9.29
70467,Gadžin Han,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2023,Q4,2024,Q1,61455.67,67156.0,9.28,9.28
71161,Trgovište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q3,2025,Q4,79007.33,86321.67,9.26,9.26
70688,Kuršumlija,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2019,Q3,2019,Q4,60321.0,65901.67,9.25,9.25
70688,Kuršumlija,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2024,Q3,2024,Q4,104992.0,114702.0,9.25,9.25
80306,Odžaci,net,SRBIJA – SEVER,Region Vojvodine,Zapadnobačka oblast,municipality,,2022,Q3,2022,Q4,58006.0,63369.67,9.25,9.25
70416,Vladičin Han,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2023,Q4,2024,Q1,94306.0,103012.33,9.23,9.23
70602,Knjaževac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2023,Q4,2024,Q1,90388.67,98723.67,9.22,9.22
70726,Leskovac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2023,Q4,2024,Q1,66701.67,72848.33,9.22,9.22
70840,Negotin,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2024,Q4,2025,Q1,82300.0,89889.67,9.22,9.22
71293,Surčin,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,78138.67,85340.67,9.22,9.22
71196,Ćićevac,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2018,Q4,2019,Q1,37431.0,40879.0,9.21,9.21
70416,Vladičin Han,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2023,Q4,2024,Q1,68291.0,74575.67,9.2,9.2
71358,Vranjska Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,city_municipality,Grad Vranje,2021,Q2,2021,Q3,45474.33,49657.33,9.2,9.2
70726,Leskovac,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2023,Q4,2024,Q1,92057.33,100522.0,9.19,9.19
70823,Merošina,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2022,Q4,2023,Q1,76419.67,83442.33,9.19,9.19
80322,Pećinci,net,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2020,Q3,2020,Q4,51860.0,56625.33,9.19,9.19
70599,Knić,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2025,Q3,2025,Q4,86023.0,93916.67,9.18,9.18
80322,Pećinci,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2020,Q3,2020,Q4,71755.33,78340.67,9.18,9.18
70742,Lučani,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Moravička oblast,municipality,,2018,Q2,2018,Q3,54939.33,49898.67,-9.17,9.17
70602,Knjaževac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2023,Q4,2024,Q1,65563.0,71562.0,9.15,9.15
70254,Čukarica,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,107180.67,116966.0,9.13,9.13
70319,Boljevac,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2019,Q3,2019,Q4,46143.67,50348.0,9.11,9.11
70181,Novi Beograd,net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q4,2019,Q1,78816.33,85990.67,9.1,9.1
70203,Palilula (Beograd),net,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,72803.67,79432.33,9.1,9.1
70262,Blace,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q4,2024,Q1,84822.33,92536.67,9.09,9.09
70424,Vlasotince,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2019,Q4,2020,Q1,53141.33,57972.33,9.09,9.09
70076,Batočina,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2023,Q4,2024,Q1,67288.33,73381.33,9.06,9.06
70386,Velika Plana,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2023,Q4,2024,Q1,70791.33,77205.0,9.06,9.06
70262,Blace,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2023,Q4,2024,Q1,61550.33,67121.0,9.05,9.05
70823,Merošina,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2022,Q4,2023,Q1,55502.33,60518.33,9.04,9.04
70386,Velika Plana,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Podunavska oblast,municipality,,2023,Q4,2024,Q1,97743.0,106569.33,9.03,9.03
80420,Stara Pazova,gross,SRBIJA – SEVER,Region Vojvodine,Sremska oblast,municipality,,2025,Q3,2025,Q4,138459.67,150929.33,9.01,9.01
70599,Knić,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2025,Q3,2025,Q4,118993.0,129680.33,8.98,8.98
71188,Tutin,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2024,Q4,2025,Q1,99837.0,108807.0,8.98,8.98
70076,Batočina,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Šumadijska oblast,municipality,,2023,Q4,2024,Q1,92991.67,101337.33,8.97,8.97
71188,Tutin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Raška oblast,municipality,,2024,Q4,2025,Q1,72325.0,78815.0,8.97,8.97
70734,Loznica,gross,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2023,Q4,2024,Q1,98277.0,107071.0,8.95,8.95
80012,Ada,gross,SRBIJA – SEVER,Region Vojvodine,Severnobanatska oblast,municipality,,2025,Q3,2025,Q4,118724.33,129353.33,8.95,8.95
80110,Bečej,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2025,Q3,2025,Q4,89845.67,97877.67,8.94,8.94
71129,Sokobanja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2024,Q4,2025,Q1,77330.33,84211.0,8.9,8.9
70840,Negotin,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Borska oblast,municipality,,2024,Q4,2025,Q1,114180.0,124327.67,8.89,8.89
71161,Trgovište,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pčinjska oblast,municipality,,2025,Q3,2025,Q4,109177.0,118886.0,8.89,8.89
80454,Titel,net,SRBIJA – SEVER,Region Vojvodine,Južnobačka oblast,municipality,,2022,Q3,2022,Q4,57879.0,63017.67,8.88,8.88
70211,Rakovica,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2021,Q3,2021,Q4,100693.67,109620.33,8.87,8.87
70246,Stari grad,gross,SRBIJA – SEVER,Beogradski region,Beogradski region,city_municipality,Grad Beograd,2018,Q4,2019,Q1,107169.33,116674.67,8.87,8.87
71005,Ražanj,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,municipality,,2023,Q4,2024,Q1,62795.0,68365.33,8.87,8.87
70734,Loznica,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Mačvanska oblast,municipality,,2023,Q4,2024,Q1,71080.67,77372.33,8.85,8.85
71226,Crna Trava,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2018,Q4,2019,Q1,39367.67,42853.0,8.85,8.85
70424,Vlasotince,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2019,Q4,2020,Q1,38675.67,42095.33,8.84,8.84
71129,Sokobanja,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Zaječarska oblast,municipality,,2024,Q4,2025,Q1,107137.33,116594.0,8.83,8.83
80128,Vršac,net,SRBIJA – SEVER,Region Vojvodine,Južnobanatska oblast,municipality,,2023,Q3,2023,Q4,79539.33,86551.0,8.82,8.82
71226,Crna Trava,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2024,Q4,2025,Q1,69310.67,75415.0,8.81,8.81
71226,Crna Trava,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Jablanička oblast,municipality,,2024,Q4,2025,Q1,95764.33,104181.0,8.79,8.79
70688,Kuršumlija,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Toplička oblast,municipality,,2021,Q3,2021,Q4,50878.67,55344.67,8.78,8.78
70904,Paraćin,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Pomoravska oblast,municipality,,2022,Q4,2023,Q1,60917.0,66267.0,8.78,8.78
70343,Brus,net,SRBIJA – JUG,Region Šumadije i Zapadne Srbije,Rasinska oblast,municipality,,2022,Q3,2022,Q4,55981.33,60893.0,8.77,8.77
70394,Veliko Gradište,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Braničevska oblast,municipality,,2023,Q4,2024,Q1,67687.0,73608.67,8.75,8.75
71285,Niška Banja,net,SRBIJA – JUG,Region Južne i Istočne Srbije,Nišavska oblast,city_municipality,Grad Niš,2021,Q3,2021,Q4,50991.67,55452.33,8.75,8.75
70939,Pirot,gross,SRBIJA – JUG,Region Južne i Istočne Srbije,Pirotska oblast,municipality,,2018,Q4,2019,Q1,80014.0,73019.0,-8.74,8.74
